1e-05,125.509
1.10304e-05,119.549
1.21669e-05,113.877
1.34206e-05,108.478
1.48034e-05,103.34
1.63286e-05,98.4505
1.80111e-05,93.7978
1.98669e-05,89.3707
2.19139e-05,85.1584
2.41719e-05,81.1508
2.66625e-05,77.3384
2.94097e-05,73.7163
2.94822e-05,73.6254
3.244e-05,70.2667
3.25199e-05,70.1803
3.57825e-05,66.9861
3.58707e-05,66.9039
3.94694e-05,63.8731
3.97408e-05,63.6556
4.35362e-05,60.9062
4.38356e-05,60.6999
4.80221e-05,58.0862
4.83523e-05,57.89
5.29701e-05,55.4143
5.37079e-05,55.0381
5.8428e-05,52.8728
5.96597e-05,52.3355
6.44482e-05,50.4563
6.62678e-05,49.7777
7.10888e-05,48.1594
7.36115e-05,47.355
7.84136e-05,45.9766
8.17649e-05,45.0632
8.64931e-05,43.9029
9.08259e-05,42.8938
9.54051e-05,41.9334
0.000100886,40.843
0.000105235,40.0636
0.000112066,38.903
0.000116078,38.2889
0.000124479,37.0706
0.000128039,36.6053
0.000138274,35.3386
0.000141232,35.0087
0.000153589,33.7042
0.000155784,33.495
0.000170063,32.2078
0.000171835,32.0635
0.000188899,30.7531
0.000190878,30.6162
0.000209989,29.3716
0.00021202,29.2525
0.000233247,28.0809
0.000235516,27.9681
0.000259096,26.8657
0.000261602,26.7605
0.000289824,25.6476
0.000290592,25.6205
0.000322779,24.5549
0.000324197,24.5105
0.000358549,23.5564
0.000362646,23.449
0.000398262,22.6201
0.000405656,22.4579
0.000442398,21.742
0.000453766,21.5334
0.000491399,20.9221
0.000510483,20.6305
0.000545855,20.1536
0.000575025,19.7844
0.000606315,19.4354
0.000649178,18.9872
0.000673506,18.7637
0.000736415,18.223
0.000748105,18.1348
0.000831009,17.5511
0.000835374,17.5223
0.000929566,16.9826
0.000954269,16.8504
0.00103981,16.4541
0.00109014,16.2368
0.00116313,15.9642
0.00125408,15.6485
0.00130108,15.5078
0.00145278,15.0877
0.00146558,15.0572
0.00165096,14.6504
0.00169483,14.5608
0.0018597,14.2744
0.00199116,14.0627
0.0021096,13.9004
0.00237219,13.5678
0.00239309,13.5451
0.00273382,13.2048
0.00284607,13.1004
0.00312292,12.8811
0.00348722,12.6126
0.00356757,12.5617
0.00407533,12.263
0.00435974,12.1068
0.00462297,11.9815
0.00517125,11.739
0.00556998,11.575
0.00574431,11.512
0.00629181,11.3297
0.00684355,11.1605
0.00737123,11.0116
0.00739189,11.0064
0.00792824,10.8847
0.00850351,10.7664
0.00905664,10.6636
0.00964622,10.5647
0.0101737,10.485
0.0102737,10.4719
0.0109425,10.3947
0.0116543,10.3224
0.0124129,10.2547
0.0132204,10.1911
