1e-05,39.0588
1.10304e-05,37.1928
1.21669e-05,35.4162
1.34206e-05,33.7248
1.48034e-05,32.1145
1.63286e-05,30.5814
1.80111e-05,29.1218
1.98669e-05,27.7323
2.19139e-05,26.4095
2.41719e-05,25.1502
2.66625e-05,23.9513
2.94097e-05,22.8101
3.244e-05,21.7237
3.57825e-05,20.6895
3.94694e-05,19.7051
4.35362e-05,18.768
4.80221e-05,17.8761
5.29701e-05,17.0278
5.33438e-05,16.9713
5.8428e-05,16.2203
5.92523e-05,16.1128
6.44482e-05,15.4517
6.58186e-05,15.2978
7.10888e-05,14.7201
7.31088e-05,14.5247
7.84136e-05,14.0237
8.12106e-05,13.7907
8.64931e-05,13.3609
9.02058e-05,13.0946
9.54051e-05,12.7302
0.000100203,12.4338
0.000105235,12.13
0.000111301,11.8073
0.000116078,11.5589
0.000123636,11.2126
0.000128039,11.0155
0.000137329,10.649
0.000141232,10.4984
0.000152548,10.1141
0.000155784,10.0066
0.000169444,9.60714
0.000171835,9.53876
0.000188223,9.12623
0.00018954,9.09377
0.00020907,8.67057
0.000230612,8.26878
0.000232239,8.24202
0.000254374,7.88697
0.000259783,7.81051
0.000280584,7.52379
0.000290592,7.40228
0.000309494,7.17841
0.000325056,7.01616
0.000341383,6.85
0.000363607,6.65104
0.000376558,6.53779
0.000406731,6.30585
0.000415358,6.24103
0.000454969,5.97959
0.000458155,5.95903
0.000505362,5.69171
0.000512492,5.65619
0.000557433,5.438
0.000577317,5.35313
0.000614869,5.19681
0.000650309,5.06724
0.000678223,4.96767
0.000737698,4.78153
0.000748105,4.74973
0.000825188,4.54332
0.00083683,4.51593
0.000910213,4.34787
0.00095598,4.25592
0.001004,4.16188
0.00109204,4.01084
0.00110745,3.98504
0.00122155,3.81788
0.00125627,3.77331
0.00134742,3.65934
0.00145538,3.54122
0.00148625,3.50828
0.00163939,3.36554
0.00169787,3.31783
0.00180831,3.23014
0.00199463,3.10093
0.00200871,3.09239
0.00220016,2.97947
0.00239309,2.88011
0.00242685,2.86316
0.00267691,2.75377
0.0028914,2.67189
0.00295273,2.64908
0.00325697,2.55056
0.00356757,2.46289
0.00359256,2.45601
0.00396272,2.36744
0.00437103,2.28239
0.00449523,2.25984
0.00482141,2.20224
0.00531819,2.12598
0.00582536,2.05823
0.00586616,2.05291
0.00647059,1.98459
0.0071373,1.91911
0.00781795,1.861
0.00787271,1.85644
0.00868389,1.79788
0.00957865,1.74183
0.0105656,1.68814
0.0110191,1.66669
0.0116543,1.63746
0.0128551,1.58958
0.0141796,1.54379
0.0156406,1.49997
0.0166588,1.47346
0.0172522,1.45838
0.0190298,1.41928
0.0209906,1.38194
0.0231534,1.34625
0.0252419,1.3161
0.0253,1.31532
0.0279068,1.28333
0.0307823,1.25278
0.033954,1.2236
0.0374525,1.19573
0.0413115,1.16911
0.0455681,1.14368
0.0488745,1.12657
0.0502633,1.11957
0.0554423,1.097
0.0611549,1.07548
0.0674561,1.05493
0.0744066,1.03534
0.0820732,1.01666
0.0905297,0.998857
0.0998577,0.981885
0.110147,0.965668
0.121496,0.950146
0.13215,0.937512
0.134014,0.935358
0.147823,0.921585
0.163054,0.908474
0.179855,0.89601
0.198386,0.884167
0.218827,0.872856
0.241375,0.862052
0.266245,0.851759
0.293678,0.841955
0.323938,0.832615
0.357316,0.823718
0.394132,0.815266
0.437809,0.806653
0.48292,0.798962
0.532679,0.791627
0.587564,0.784633
0.648105,0.77796
0.714884,0.771593
0.788543,0.765552
0.875885,0.759349
0.966133,0.753807
1.03624,0.750075
1.06568,0.748553
1.17549,0.74365
1.2966,0.73898
1.4302,0.73453
1.57757,0.73029
1.72801,0.726557
1.90606,0.722692
2.10245,0.719002
2.31908,0.71548
2.55803,0.712122
2.82161,0.70892
3.11233,0.705864
3.40897,0.703166
3.78675,0.700177
4.14767,0.697698
4.5432,0.695317
5.01132,0.692855
5.52767,0.690508
6.09723,0.688253
6.72547,0.686098
7.4704,0.683884
8.24013,0.681899
8.96272,0.680253
9.81744,0.678524
10.829,0.676724
11.9448,0.674986
13.1755,0.673304
14.8414,0.671328
16.3706,0.669747
17.8062,0.668417
